_id,name,cust_code,latitude,longitude
5def3d355adab31c18cea6eb,ALFA OPTICS,C2001A0228,19.09329008,72.88518604
5def3d355adab31c18cea6ec,AARYA OPTICIAN,C2001A0229,19.30769822,73.17045338
5def3d355adab31c18cea6ed,ABHINANDAN OPTICS,C2001A0230,19.1948009,72.98857212
5def3d355adab31c18cea6ee,AARYA EYE VISION,C2001A0231,19.19690969,72.99142163
5def3d355adab31c18cea6ef,ARYAN OPTICS,C2001A0232,19.10111849,72.89227545
5def3d355adab31c18cea6f0,AMBE OPTICIANS,C2001A0233,19.22979473,72.85969902
5def3d355adab31c18cea6f1,ASIAN OPTICS,C2001A0234,19.23147349,72.85917096
5def3d355adab31c18cea6f2,ANUJ OPTICALS ,C2001A0236,19.19371072,72.95862794
5def3d355adab31c18cea6f3,BIJENDER RAUTELA,C2001B0105,19.41767057,72.82221448
5def3d355adab31c18cea6f4,BRIGHT VISION,C2001B0106,19.11868536,72.84592554
5def3d355adab31c18cea6f5,BHAVANI OPTICS,C2001B0107,19.11133678,72.92816173
5def3d355adab31c18cea6f6,BALAJI OPTICS,C2001B0108,20.23778591,75.51610049
5def3d355adab31c18cea6f7,BABUBHAI BHAWANJI,C2001B0109,20.75882608,76.98482551
5def3d355adab31c18cea6f8,BEVOOR EYE CARE,C2001B0110,19.42588886,72.82108326
5def3d355adab31c18cea6f9,CHASHMAGHAR,C2001C0127,19.06607454,72.87733421
5def3d355adab31c18cea6fa,CLEAR VISION,C2001C0128,19.07133821,72.87812848
5def3d355adab31c18cea6fb,CHAKSHU CONTACT LENSE CLINIC,C2001C0129,19.18687624,72.97351588
5def3d355adab31c18cea6fc,CMP OPTICS,C2001C0130,19.28407678,72.87499398
5def3d355adab31c18cea6fd,COMFORT VISION,C2001C0131,19.28648158,72.87757829
5def3d355adab31c18cea6fe,CHAUDHARY OPTICS,C2001C0132,19.09516983,72.89490268
5def3d355adab31c18cea6ff,COLOURS OPTICS,C2001C0133,19.22666731,72.82664817
5def3d355adab31c18cea700,DINESH,C2001D0147,19.045672,72.8409363
5def3d355adab31c18cea701,DRUSHTI OPTICIAN,C2001D0148,19.06301563,72.88254406
5def3d355adab31c18cea702,DIVINE OPTICS,C2001D0149,19.16040991,72.93209821
5def3d355adab31c18cea703,DEVANG OPTICS,C2001D0150,19.01889874,72.86354799
5def3d355adab31c18cea704,DEEPAK OPTICIANS,C2001D0151,19.06278906,72.88269695
5def3d355adab31c18cea705,DHARAM OPTICS,C2001D0152,19.046541,72.85214055
5def3d355adab31c18cea706,DINESH OPTICS,C2001D0153,19.27829994,72.86724038
5def3d355adab31c18cea707,DURGA OPTIC,C2001D0154,19.18736515,72.97618736
5def3d355adab31c18cea708,DR.ANAND OPTICS,C2001D0155,19.21332596,72.83894576
5def3d355adab31c18cea709,DIVYADRUSTI OPTICS ,C2001D0156,19.07931373,72.90928133
5def3d355adab31c18cea70a,DARSHAN OPTICS,C2001D0157,19.24165996,72.86731314
5def3d355adab31c18cea70b,DIAA OPTICS,C2001D0158,19.42197786,72.82393143
5def3d355adab31c18cea70c,DRISHTI OPTICALS,C2001D0159,19.18833125,72.99691714
5def3d355adab31c18cea70d,EYE ZONE OPTICS,C2001E0139,19.19709523,72.82076776
5def3d355adab31c18cea70e,EYECON OPTIC,C2001E0140,19.20904198,72.87304871
5def3d355adab31c18cea70f,EYE CARE OPTICS,C2001E0141,19.20176106,72.97220159
5def3d355adab31c18cea712,EYE KRAFT OPTICAL,C2001E0144,19.18991765,72.96898562
5def3d355adab31c18cea713,EYE SITE OPTICAL,C2001E0145,19.16101672,72.93244086
5def3d355adab31c18cea714,EYE SAFE OPTICS,C2001E0146,19.18728377,72.97725186
5def3d355adab31c18cea715,FINE VISION OPTIC,C2001F0029,19.17521828,72.9564473
5def3d355adab31c18cea716,FAME OPTICS,C2001F0030,19.20224486,72.97288153
5def3d355adab31c18cea717,FORAN OPTICS,C2001F0031,19.21359381,72.85579406
5def3d355adab31c18cea718,FOSTER VISION,C2001F0032,19.09703531,72.89502103
5def3d355adab31c18cea719,GALAXY VISION,C2001G0149,19.08652274,72.88717758
5def3d355adab31c18cea71a,GANDHI OPTIK,C2001G0150,19.20334006,72.84765556
5def3d355adab31c18cea71b,GAWDE & SONS OPTICS,C2001G0151,19.22900331,72.85361107
5def3d355adab31c18cea71c,GOLDEN EYE OPTICIANS,C2001G0152,19.18532084,72.82137897
5def3d355adab31c18cea71d,GRACE OPTIC PLUS,C2001G0153,19.28354924,72.86576349
5def3d355adab31c18cea71e,GORE OPTICIAN,C2001G0154,19.15706138,72.93443374
5def3d355adab31c18cea71f,GOLDEN EYE OPTICIANS,C2001G0155,19.28783571,72.85800956
5def3d355adab31c18cea720,GOKUL OPTICS,C2001G0156,19.17303986,72.86811579
5def3d355adab31c18cea721,GANESH OPTICIAN ,C2001G0157,19.08868582,72.90515576
5def3d355adab31c18cea722,GAVALI EYE CARE CENTER,C2001G0158,19.23950015,72.86458299
5def3d355adab31c18cea723,GANESH OPTICS,C2001G0159,19.18748453,72.99698219
5def3d355adab31c18cea724,GK OPTICS,C2001G0160,19.25477776,72.85467122
5def3d355adab31c18cea725,HARRY OPTICS,C2001H0060,19.20341858,72.83991806
5def3d355adab31c18cea726,HEMANT OPTICIANS,C2023H0006,19.08777965,72.90571567
5def3d355adab31c18cea727,HILCO OPTICS (BANDRA),C2001H0505,19.05550455,72.83569459
5def3d355adab31c18cea728,HEET OPTICIANS CONTACT LENS CLINIC,C2001H0063,19.09005995,72.90257916
5def3d355adab31c18cea729,HI VISION OPTICS,C2001H0064,19.08868994,72.90683482
5def3d355adab31c18cea72a,HI TEK OPTIKS,C2001H0065,19.40989014,72.82662235
5def3d355adab31c18cea72b,HARSHAD OPTICS M.G ROAD,C2001H0066,19.16324153,72.84028552
5def3d355adab31c18cea72c,HIMDHARA OPTICS ,C2001H0067,19.22345119,72.85684884
5def3d355adab31c18cea72d,INFY EYE CARE OPTICS &CONTACT CLINIC,C2001I0058,19.09345547,72.88239218
5def3d355adab31c18cea72e,IDEAL OPTICALS,C2001I0059,19.1363495,72.84770653
5def3d355adab31c18cea72f,JAIHIND OPTICS,C2001J0065,19.18300512,72.83828661
5def3d355adab31c18cea730,JANKI OPTICS,C2001J0066,19.05375681,72.88778979
5def3d355adab31c18cea731,J.K OPTICS,C2001J0067,19.04364463,72.84734745
5def3d355adab31c18cea732,J S OPTICAL,C2001J0068,19.22465451,72.86662783
5def3d355adab31c18cea733,JINI OPTICS NALLASOPARA,C2001J0069,19.41153733,72.82705855
5def3d355adab31c18cea734,KRISH OPTICS,C2001K0081,19.18926156,72.97169499
5def3d355adab31c18cea735,K GUJAR OPTICS,C2001K0082,19.16827473,72.96011355
5def3d355adab31c18cea736,KALPANA EYE CARE,C2001K0083,19.30867279,72.84980468
5def3d355adab31c18cea737,KAVYAMAEE OPTICARE,C2001K0084,19.18394655,72.97262136
5def3d355adab31c18cea738,KWALITY OPTICIANS,C2001K0085,19.19076848,72.97700644
5def3d355adab31c18cea739,K-STYLE VISION,C2001K0086,19.27380497,72.86908641
5def3d355adab31c18cea73a,KIRAN OPTICS,C2001K0087,19.21209565,72.86196616
5def3d355adab31c18cea73b,KRISH INTERNATIONAL,C2001K0088,19.12663484,72.83918548
5def3d355adab31c18cea73d,KRISHNA OPTICAL,C2001K0090,19.10106495,72.91171342
5def3d355adab31c18cea73e,K D EYE OPTICIANS,C2001K0091,19.20081404,72.86222667
5def3d355adab31c18cea73f,K.K OPTIC VISION,C2001K0092,19.18504345,72.97391552
5def3d355adab31c18cea740,KRISH OPTICS,C2001K0093,19.18809313,72.9781799
5def3d355adab31c18cea741,KETAN OPTICS ,C2001K0094,19.100725,72.91116558
5def3d355adab31c18cea742,KARNATAKA OPTICAL,C2001K0095,18.93501332,72.83419825
5def3d355adab31c18cea743,LOOK OPTICAL,C2001L0066,19.14377584,73.09360743
5def3d355adab31c18cea744,LOOK OPTICAL,C2001L0067,19.04445691,72.85246577
5def3d355adab31c18cea745,LUCKY OPTICAL,C2001L0068,19.1218709,72.84597717
5def3d355adab31c18cea746,LOOK OPTICAL,C2001L0069,19.30469822,72.85069786
5def3d355adab31c18cea747,LUCKY OPTICALS,C2001L0070,19.30409227,72.85021506
5def3d355adab31c18cea748,LOTUS EYE CARE,C2001L0071,19.41623688,72.82143664
5def3d355adab31c18cea749,LIBERTY OPTICALS,C2001L0072,19.12133839,72.846466
5def3d355adab31c18cea74a,LENS VIEW,C2001L0073,19.09327804,72.91229915
5def3d355adab31c18cea74b,MODERN OPTICAL,C2001M0169,19.10110867,72.89223857
5def3d355adab31c18cea74c,M B OPTICS,C2001M0170,19.19268955,72.87292399
5def3d355adab31c18cea74d,MAHAVIR OPTICALS,C2001M0171,19.31036751,72.85334922
5def3d355adab31c18cea74e,MARS OPTICAL,C2001M0172,19.30611865,72.85709493
5def3d355adab31c18cea74f,MEMON OPTIK,C2001M0173,19.03992292,72.84160048
5def3d355adab31c18cea750,MALVANKAR OPTICIANS,C2001M0174,19.16108132,72.93244857
5def3d355adab31c18cea751,MAHARASHTRA OPTICS,C2001M0175,19.06870814,72.87820358
5def3d355adab31c18cea752,MAHEK OPTICS,C2001M0176,19.22838346,72.82196201
5def3d355adab31c18cea753,MALWADKAR OPTICS,C2001M0177,19.19444532,72.98866566
5def3d355adab31c18cea755,MODERN OPTICS,C2001M0179,19.30795895,72.86170196
5def3d355adab31c18cea756,MODAK OPTICIANS,C2001M0180,21.93261122,79.83698163
5def3d355adab31c18cea757,MODAK OPTICIANS,C2001M0181,19.62391901,74.12157007
5def3d355adab31c18cea758,METRO VISION,C2001M0182,19.16111996,72.93245427
5def3d355adab31c18cea759,NAZAR OPTICS,C2001N0157,19.06425847,72.87606686
5def3d355adab31c18cea75a,NILESH OPTICS,C2001N0158,18.94686418,72.8288687
5def3d355adab31c18cea75b,NEW LOOK OPTICAL,C2001N0159,19.03975209,72.8453787
5def3d355adab31c18cea75c,NOOR OPTICS,C2001N0160,19.08480923,72.88082745
5def3d355adab31c18cea75d,NAYAN SUKH OPTICIANS,C2001N0161,19.04121949,72.85514329
5def3d355adab31c18cea75e,NILANJ OPTICS,C2001N0162,19.1614506,72.97074482
5def3d355adab31c18cea75f,NETRA OPTICS,C2001N0163,19.42583037,72.82075301
5def3d355adab31c18cea760,NEW CRYSTAL VISION OPTICAL& CONTACT LENSE,C2001N0164,19.09094139,72.91018825
5def3d355adab31c18cea761,NEW OPTICAL PALACE,C2001N0165,19.18114315,72.81756017
5def3d355adab31c18cea762,NIKHIL OPTICS,C2001N0166,19.23508895,72.9764301
5def3d355adab31c18cea763,NAVKAR OPTICALS,C2001N0167,19.22085552,72.84784433
5def3d355adab31c18cea764,NOOR OPTICIAN,C2001N0168,19.14323865,72.84301031
5def3d355adab31c18cea765,NATIONAL OPTICS,C2001N0169,19.04370484,72.85081957
5def3d355adab31c18cea766,NITISHA OPTICALS,C2001N0170,20.45461566,76.1571699
5def3d355adab31c18cea767,NOOR OPTICIAN,C2001N0171,19.09047913,72.89865676
5def3d355adab31c18cea768,NATIONAL EYE PLUS,C2001N0172,19.29062652,72.86834814
5def3d355adab31c18cea769,NEW EYECARE OPTICS,C2001N0173,19.03769739,72.85348333
5def3d355adab31c18cea76a,NEW VISION CARE,C2001N0174,19.29504635,72.86945555
5def3d355adab31c18cea76b,NANDGAONKAR OPTICS,C2001N0175,19.30770581,72.86280971
5def3d355adab31c18cea76d,NAINA OPTICAL GALLERY,C2001N0177,19.41474374,72.82477599
5def3d355adab31c18cea76e,NAINA OPTICS NALLASOPARA EAST,C2001N0178,19.42227351,72.82317504
5def3d355adab31c18cea76f,OPTICS FITTING CENTRE,C2001O0119,19.12186678,72.84593124
5def3d355adab31c18cea770,OPTIC STUDIO,C2001O0120,19.15036917,72.83146508
5def3d355adab31c18cea771,OPTICAL FASHION,C2001O0121,19.29641749,72.86502488
5def3d355adab31c18cea772,OPTICAL STOP,C2001O0122,19.21459933,72.82883819
5def3d355adab31c18cea773,OMKAR OPTICS,C2001O0123,19.27718625,72.86687125
5def3d355adab31c18cea774,OM OPTICIAN,C2001O0124,19.19569888,72.99180754
5def3d355adab31c18cea775,OPTICAL CASTLES,C2001O0125,19.30878828,72.85911731
5def3d355adab31c18cea776,OMKAR OPTICS ,C2001O0126,19.22460069,72.86690779
5def3d355adab31c18cea778,PERFECT OPTICIAN,C2001P0174,19.18772835,72.97289327
5def3d355adab31c18cea779,PERFECT VISION,C2001P0175,19.10600246,72.84179796
5def3d355adab31c18cea77a,PARSHWA OPTICAL,C2001P0176,19.30693533,72.8562383
5def3d355adab31c18cea77b,PREM EYE CARE,C2001P0177,19.39007391,73.53913173
5def3d355adab31c18cea77c,PALAK OPTICS,C2001P0178,19.4238412,72.81120904
5def3d355adab31c18cea77d,PEARL OPTIC,C2001P0179,19.30310438,72.86354799
5def3d355adab31c18cea77e,PAYAL OPTICAL,C2001P0180,19.20239431,72.97294557
5def3d355adab31c18cea77f,P & C OPTICS,C2001P0181,19.27380497,72.86908641
5def3d355adab31c18cea780,PLANET VISION EYEWARE,C2001P0182,19.28341442,73.42239529
5def3d355adab31c18cea781,PRASHANT OPTICIANS,C2001P0183,20.00189609,74.69470885
5def3d355adab31c18cea782,PALAK OPTICS,C2001P0184,19.0469213,72.86203858
5def3d355adab31c18cea783,PREFER OPTICS,C2001P0185,19.2286497,72.85508327
5def3d355adab31c18cea784,PRAGATI OPTICIAN,C2001P0186,19.27535858,72.86280971
5def3d355adab31c18cea785,PRIME VISION,C2001P0187,19.27784326,72.85874818
5def3d355adab31c18cea786,PRINCE OPTICAL,C2001P0188,19.16120705,72.93250792
5def3d355adab31c18cea787,PERFECT OPTICAL,C2001P0189,19.16111521,72.93243248
5def3d355adab31c18cea788,PALLAVI OPTICIANS,C2001P0190,19.41474374,72.82477599
5def3d355adab31c18cea789,PATIL OPTICIAN,C2001P0191,19.25568649,72.8646725
5def3d355adab31c18cea78a,PAYAL OPTICAL ,C2001P0192,19.16102843,72.92974323
5def3d355adab31c18cea78b,RAJU OPTICS,C2001R0183,19.18680658,72.97151662
5def3d355adab31c18cea78c,RIVON OPTICS,C2001R0184,19.06900759,72.87886743
5def3d355adab31c18cea78d,RIDDHI OPTICIAN,C2001R0185,19.09171542,72.91361846
5def3d355adab31c18cea78e,RIYA OPTICS,C2001R0186,19.17161385,72.95427606
5def3d355adab31c18cea78f,R K OPTICS,C2001R0187,19.21111291,72.85614844
5def3d355adab31c18cea790,RAJU OPTICS,C2001R0188,19.2351396,72.97672078
5def3d355adab31c18cea791,RAWOOL OPTICIAN,C2001R0189,19.19379684,72.87411254
5def3d355adab31c18cea792,RUDRA OPTICS,C2001R0190,19.15218145,72.94109803
5def3d355adab31c18cea793,RYDHAM OPTICS,C2001R0191,19.17287962,72.95565505
5def3d355adab31c18cea794,RAJ OPTICAL,C2001R0192,19.09319155,72.91230015
5def3d355adab31c18cea795,ROYAL OPTICS,C2001R0193,19.28578568,72.85911731
5def3d355adab31c18cea796,ROYAL OPTICIANS,C2001R0194,19.04857815,72.8583787
5def3d355adab31c18cea798,RONAK OPTICS,C2001R0196,19.20208877,72.97244601
5def3d355adab31c18cea799,RK OPTICS,C2001R0197,19.29540551,72.86945555
5def3d355adab31c18cea79a,RAJ OPTICIAN,C2001R0198,19.19278549,72.99065821
5def3d355adab31c18cea79b,ROSHNI OPTICAL ,C2001R0199,19.48774148,73.9210736
5def3d355adab31c18cea79c,RAHUL OPTICAL CO,C2001R0200,19.25054423,72.84726162
5def3d355adab31c18cea79d,SADGURU OPTICS,C2001S0500,19.30922146,72.8598167
5def3d355adab31c18cea79e,SELECTION OPTICS,C2001S0553,19.19660794,72.8723168
5def3d355adab31c18cea79f,SHREEYA OPTICS,C2001S0554,19.20317985,72.84543738
5def3d355adab31c18cea7a0,SHREE GANESH OPTICAL,C2001S0555,18.94703478,72.82882176
5def3d355adab31c18cea7a1,SOCIETY CHASMA GHAR,C2001S0556,19.06321306,72.88247701
5def3d355adab31c18cea7a2,SHREE SATERI OPTICS,C2001S0557,19.4318894,72.82333732
5def3d355adab31c18cea7a3,SHAMA OPTICS,C2001S0558,20.55594969,76.49576861
5def3d355adab31c18cea7a4,SPEX VISION,C2001S0559,19.19935946,72.97748085
5def3d355adab31c18cea7a5,SURBHI ENTERPRISE,C2001S0560,19.1897853,72.97699772
5def3d355adab31c18cea7a6,SHREYA OPTICS,C2001S0561,19.42260899,72.82455068
5def3d355adab31c18cea7a7,SAPNA SAGAR OPTICS,C2001S0562,19.2236633,72.85070959
5def3d355adab31c18cea7a8,SAAWARIYA OPTICALS,C2001S0563,19.29670577,72.8642866
5def3d355adab31c18cea7a9,SPECS-N-GLARE OPTICS,C2001S0564,19.20235347,72.97297575
5def3d355adab31c18cea7aa,SHOPPEE OPTICS,C2001S0565,19.42703884,72.82182153
5def3d355adab31c18cea7ab,SHREEJI ENTERPRISE,C2001S0566,18.97068417,72.84023255
5def3d355adab31c18cea7ac,SHIVANSH OPTICS,C2001S0567,19.22673601,72.85961118
5def3d355adab31c18cea7ad,SS OPTICAL,C2001S0568,19.11818547,72.84600634
5def3d355adab31c18cea7ae,"SHERRY, S OPTICS",C2001S0569,18.93458551,72.83494424
5def3d355adab31c18cea7af,SEE CLEAR OPTICAL,C2001S0570,19.20594202,73.24302189
5def3d355adab31c18cea7b0,SHWETA OPTICS,C2001S0571,19.18810009,72.82124955
5def3d355adab31c18cea7b1,SHARDA OPTIC,C2001S0572,19.12357832,72.84535959
5def3d355adab31c18cea7b2,SALMAN OPTICS,C2001S0573,19.14310879,72.84277763
5def3d355adab31c18cea7b3,STYLE OPTIC,C2001S0574,20.56303585,76.50491059
5def3d355adab31c18cea7b4,SHREE SAHAJ OLTICA,C2001S0575,19.22639601,72.8536731
5def3d355adab31c18cea7b5,SHREE SAMARTH OPTICIAN,C2001S0576,19.2263156,72.82736097
5def3d355adab31c18cea7b6,SAFE EYE OPTICS,C2001S0577,19.16100848,72.93243315
5def3d355adab31c18cea7b7,SHREE KRUPA OPTICS,C2001S0578,19.19522931,72.98949111
5def3d355adab31c18cea7b8,SHREE GANESH OPTICIANS,C2001S0579,19.16893185,72.95196265
5def3d355adab31c18cea7b9,SFO OPTICS,C2001S0580,19.276058,72.87757829
5def3d355adab31c18cea7ba,SAFE EYES OPTICS,C2001S0581,19.29008507,72.87019417
5def3d355adab31c18cea7bb,SHRADDHA OPTICS,C2001S0582,19.29422075,72.86834814
5def3d355adab31c18cea7bd,SHREE SAMARTH KRUPA EYE CARE,C2001S0584,19.42441636,72.81702071
5def3d355adab31c18cea7be,SAMARTH OPTICAL,C2001S0585,19.16313544,72.83917777
5def3d355adab31c18cea7bf,SAI DRISHTI OPTICIAN ,C2001S0586,19.08476139,72.90952675
5def3d355adab31c18cea7c0,SHARDDH OPTICAL HOME,C2001S0587,19.23437163,72.85835557
5def3d355adab31c18cea7c1,SHREE SWAMI SAMARTH OPTICS,C2001S0588,19.25518417,72.85794284
5def3d355adab31c18cea7c2,SHRI SAI OPTICS,C2001S0589,19.18338258,72.97967792
5def3d355adab31c18cea7c3,SURENDRA OPTICS,C2001S0590,19.0283107,72.84329865
5def3d355adab31c18cea7c4,SANGHVI OPTICS,C2001S0591,19.2019808,72.85680626
5def3d355adab31c18cea7c5,SAI SIDDHI OPTICIANS,C2001S0592,19.24215441,72.86698759
5def3d355adab31c18cea7c6,SHINDE OPTICIANS,C2001S0593,19.19271678,72.95801371
5def3d355adab31c18cea7c7,SAKHARKAR VISION CARE,C2001S0594,19.20046259,72.86192525
5def3d355adab31c18cea7c9,SIRAJ OPTICIAN ,C2001S0596,19.18777268,72.97790665
5def3d355adab31c18cea7ca,SANRAJ OPTICS,C2001S0597,19.16399495,72.93804165
5def3d355adab31c18cea7cb,TAJ OPTICS,C2001T0066,19.04044903,72.84117334
5def3d355adab31c18cea7cc,TAKSHILA OPTICS,C2001T0067,19.13013318,72.86830053
5def3d355adab31c18cea7cd,TAJ OPTICS,C2001T0069,21.89528946,79.74440552
5def3d355adab31c18cea7ce,TAJ OPTICS,C2001T0071,19.94227968,75.01751505
5def3d355adab31c18cea7cf,TAWAKKAL OPTICS,C2001T0072,19.0337315,72.88428985
5def3d355adab31c18cea7d0,THANE VISION OPTICS,C2001T0073,19.16098568,72.93244824
5def3d355adab31c18cea7d1,TRINETRA OPTICS,C2001T0074,19.21950559,72.82911345
5def3d355adab31c18cea7d2,TRINETRA OPTICIANS & CANTACT LENS CLINIC,C2001T0075,19.16118298,72.93245696
5def3d355adab31c18cea7d3,THAROLA ENTERPRISES,C2001T0076,19.1278281,72.84703162
5def3d355adab31c18cea7d4,THE EYE GALLERY,C2001T0078,19.21874419,72.84800157
5def3d355adab31c18cea7d6,VISION OPTICS,C2001V0212,19.06635498,72.87744284
5def3d355adab31c18cea7d7,VALUE EYE OPTICS,C2001V0214,19.30589684,72.86187228
5def3d355adab31c18cea7d8,V.K OPTICIAN,C2001V0215,19.06301373,72.88274791
5def3d355adab31c18cea7d9,VINNAY OPTICS,C2001V0216,19.30850699,72.85326507
5def3d355adab31c18cea7da,VIMALA OPTICALS,C2001V0217,19.30510831,72.85417031
5def3d355adab31c18cea7db,VISIONCRAFT,C2001V0211,13.02970047,77.57067259
5def3d355adab31c18cea7dc,VIJAY OPTICS & CONTACT LENS CLINIC,C2001V0219,19.15000336,72.93776672
5def3d355adab31c18cea7dd,VISION EYE CARE OPTICS,C2001V0220,19.22995523,72.8535001
5def3d355adab31c18cea7de,VAISHALI OPTICS,C2001V0221,19.22639854,72.85585642
5def3d355adab31c18cea7df,VISION EYE CARE,C2001V0222,19.16098156,72.93243181
5def3d355adab31c18cea7e0,VARSHA OPTICS,C2001V0223,19.2152645,72.82968409
5def3d355adab31c18cea7e1,VISION STUDIO,C2001V0224,19.20486236,72.84123234
5def3d355adab31c18cea7e2,VISHAL OPTICAL,C2001V0225,18.94844846,72.82889653
5def3d355adab31c18cea7e3,VISION EYE + OPTICAL STORE,C2001V0226,19.2818324,72.85911731
5def3d355adab31c18cea7e4,VATSAL OPTICS,C2001V0227,19.27952944,72.86133282
5def3d355adab31c18cea7e5,VINAY OPTICAL,C2001V0228,19.27783883,72.86244024
5def3d355adab31c18cea7e6,VAREKAR OPTICIANS,C2001V0229,19.11132221,72.92797197
5def3d355adab31c18cea7e7,V-CARE VISION,C2001V0230,19.21272347,72.84027144
5def3d355adab31c18cea7e8,VISION EXPRESS,C2001V0231,19.04378756,72.86465574
5def3d355adab31c18cea7e9,VISION IMPRESSION NALLASOPARA,C2001V0232,19.42690794,72.81109035
5def3d355adab31c18cea7ea,VIMAL OPTICAL,C2001V0233,19.2284759,72.82366823
5def3d355adab31c18cea7eb,VAIDEHI OPTICS,C2001V0234,19.43268427,72.81702071
5def3d355adab31c18cea7ed,VAIBHAV OPTICIANS & CONTACT LENSES CLINIC,C2001V0236,19.48650059,73.93626094
5def3d355adab31c18cea7ee,VARSA OPTICS NALLASOPARA EAST,C2001V0237,19.41848416,72.81997986
5def3d355adab31c18cea7ef,VAREKAR OPTICIAN,C2001V0238,19.16107246,72.93255452
5def3d355adab31c18cea7f0,VISION PALACE ,C2001V0239,19.08494199,72.91005984
5def3d355adab31c18cea7f1,WELCOME EYE CARE,C2001W0016,19.18737433,72.81916581
5def3d355adab31c18cea7f2,YOGIRAJ OPTICS,C2001Y0019,19.19367652,72.87410282
5def3d355adab31c18cea7f3,YASH OPTIKS,C2001Y0020,19.20336317,72.84102581
5def3d355adab31c18cea7f4,ZAINAB OPTICS,C2001Z0007,19.14244174,72.83695254
5def3d355adab31c18cea7f5,ZOHER BROS OPTICIANS,C2001Z0008,18.95903572,72.83186942
5def3d355adab31c18cea7f6,ZOOM OPTICAL ,C2001Z0009,19.0912633,72.90696122
5def3d355adab31c18cea7f7,AS VISION CARE,C2004A0271,13.03429076,77.55829655
5def3d355adab31c18cea7f8,ASIAN OPTICAL,C2004A0272,13.02462307,77.5572934
5def3d355adab31c18cea7fa,ANJAN OPTICALS,C2004A0274,12.90893603,77.54893161
5def3d355adab31c18cea7fb,A-1 OPTICIAN,C2004A0275,12.90267703,77.52046064
5def3d355adab31c18cea7fc,AKARSHAK EYE CARE OPTICALS,C2004A0276,12.93235588,77.54205812
5def3d355adab31c18cea7fd,BOHRA OPTICALS,C2004B0243,12.98874999,77.60893866
5def3d355adab31c18cea7fe,BRIGHT VISION CARE,C2004B0244,12.99773925,77.54475038
5def3d355adab31c18cea7ff,BEST OPTICIANS,C2004B0245,12.99662394,77.56271515
5def3d355adab31c18cea800,BASAVESHWARA OPTICALS,C2004B0246,12.99024267,77.53806967
5def3d355adab31c18cea801,BRAHMIVISION CARE,C2004B0247,12.96579024,77.52332691
5def3d355adab31c18cea802,BRAHMI VISION CARE,C2004B0248,12.96580495,77.52329137
5def3d355adab31c18cea803,BEST EYE CARE,C2004B0249,12.92726505,77.54558589
5def3d355adab31c18cea804,CITY OPTICS,C2004C0240,12.90924584,77.57299908
5def3d355adab31c18cea805,C M OPTICALS,C2004C0241,13.03103775,77.5599803
5def3d355adab31c18cea806,CITY OPTICIANS,C2004C0242,13.02803622,77.60445166
5def3d355adab31c18cea807,DEWAN OPTICAL SHOP,C2004D0273,13.01410012,77.6187076
